"NAICS","NAICS Index Item","Source","Revision"
"237310","Elevated highway construction","NAICS MANUAL",""
"237310","Grading, highway, road, street and airport runway","NAICS MANUAL",""
"237310","Guardrail construction","NAICS MANUAL",""
"237310","Highway construction","NAICS MANUAL",""
"237310","Highway line painting","NAICS MANUAL",""
"237310","Logging road construction","NAICS MANUAL",""
"237310","Oil field road construction","NAICS MANUAL",""
"237310","Overpass construction","NAICS MANUAL",""
"237310","Painting lines on highways, streets and bridges","NAICS MANUAL",""
"237310","Painting traffic lanes or parking lots","NAICS MANUAL",""
"237310","Parking lot marking and line painting","NAICS MANUAL",""
"237310","Parkway construction","NAICS MANUAL",""
"237310","Pavement, highway, road, street, bridge or airport runway, construction","NAICS MANUAL",""
"237310","Pothole filling, highway, road, street or bridge","NAICS MANUAL",""
"237310","Repair, highway, road, street, bridge or airport runway","NAICS MANUAL",""
"237310","Resurfacing, highway, road, street, bridge or airport runway","NAICS MANUAL",""
"237310","Road construction","NAICS MANUAL",""
"237310","Runway, airport, line painting (e.g., striping)","NAICS MANUAL",""
"237310","Sidewalk, public, construction","NAICS MANUAL",""
"237310","Sign erection, highway, road, street, or bridge","2017 ADD",""
"237310","Street construction","NAICS MANUAL",""
"237310","Surfacing, highway, road, street, bridge or airport runway","NAICS MANUAL",""
"237310","Tarring roads","NAICS MANUAL",""
"237310","Traffic lane painting","NAICS MANUAL",""
"237310","Trestle construction","NAICS MANUAL",""
"237310","Underpass construction","NAICS MANUAL",""
"237990","Anchored earth retention contractors","NAICS MANUAL",""
"237990","Athletic field (except stadium) construction","NAICS MANUAL",""
"237990","Avalanche, rockslide, mudslide, or roadside protection construction","2017 ADD",""
"237990","Breakwater construction","NAICS MANUAL",""
"237990","Bridle path construction","NAICS MANUAL",""
"237990","Bulkhead wall or embarkment construction","NAICS MANUAL",""
"237990","Caisson (i.e., marine or pneumatic structures) construction","NAICS MANUAL",""
"237990","Canal construction","NAICS MANUAL",""
"237990","Channel construction","NAICS MANUAL",""
"237990","Cofferdam construction","NAICS MANUAL",""
"237990","Construction management, dam","NAICS MANUAL",""
"237990","Construction management, marine structure","NAICS MANUAL",""
"237990","Construction management, mass transit","NAICS MANUAL",""
"237990","Construction management, outdoor recreation facility","NAICS MANUAL",""
"237990","Construction management, tunnel","NAICS MANUAL",""
"237990","Cribbing (i.e., shore protection), construction","NAICS MANUAL",""
"237990","Dam construction","NAICS MANUAL",""
"237990","Dike and other flood control structure construction","NAICS MANUAL",""
"237990","Dock construction","NAICS MANUAL",""
"237990","Drainage canal and ditch construction","NAICS MANUAL",""
"237990","Drainage project construction","NAICS MANUAL",""
"237990","Dredging (e.g., canal, channel, ditch, waterway)","NAICS MANUAL",""
"237990","Drive-in movie facility construction","NAICS MANUAL",""
"237990","Earth retention system construction","NAICS MANUAL",""
"237990","Earth-filled dam construction","NAICS MANUAL",""
"237990","Electricity generating plant, hydroelectric, construction","NAICS MANUAL",""
"237990","Embankment construction","NAICS MANUAL",""
"237990","Farm drainage tile installation","NAICS MANUAL",""
"237990","Flood control project construction","NAICS MANUAL",""
"237990","Floodway canal and ditch construction","NAICS MANUAL",""
"237990","Gabion construction","NAICS MANUAL",""
"237990","Golf course construction","NAICS MANUAL",""
"237990","Harbor construction","NAICS MANUAL",""
"237990","Horizontal drilling (e.g., underground cable, pipeline, sewer installation)","NAICS MANUAL",""
"237990","Hydroelectric generating facility construction","NAICS MANUAL",""
"237990","Ice rink (except indoor) construction","NAICS MANUAL",""
"237990","Jetty construction","NAICS MANUAL",""
"237990","Land drainage contractors","NAICS MANUAL",""
"237990","Levee construction","NAICS MANUAL",""
"237990","Light rail system construction","NAICS MANUAL",""
"237990","Lock and waterway construction","NAICS MANUAL",""
"237990","Marine construction","NAICS MANUAL",""
"237990","Microtunneling contractors","NAICS MANUAL",""
"237990","Missile facility construction","NAICS MANUAL",""
"237990","Monorail construction","NAICS MANUAL",""
"237990","Nuclear waste disposal site construction","NAICS MANUAL",""
"237990","Outdoor recreation facility construction","NAICS MANUAL",""
"237990","Park and recreational open space improvement construction","NAICS MANUAL",""
"237990","Pier construction","NAICS MANUAL",""
"237990","Pile driving, marine","NAICS MANUAL",""
"237990","Pipe-jacking contractors","NAICS MANUAL",""
"237990","Playground construction","2017 ADD",""
"237990","Port facility construction","NAICS MANUAL",""
"237990","Power plant, hydroelectric, construction","NAICS MANUAL",""
"237990","Railroad construction","NAICS MANUAL",""
"237990","Railway construction (e.g., interlocker, roadbed, signal, track)","NAICS MANUAL",""
"237990","Railway roadbed construction","NAICS MANUAL",""
"237990","Recreation area, open space, construction","NAICS MANUAL",""
"237990","Recreational vehicle park construction","NAICS MANUAL",""
"237990","Retaining walls, anchored (e.g., with piles, soil nails, tieback anchors), construction","NAICS MANUAL",""
"237990","Revetment construction","NAICS MANUAL",""
"237990","Riprap installation","NAICS MANUAL",""
"237990","Rock removal, underwater","NAICS MANUAL",""
"237990","Seawall, wave protection, construction","NAICS MANUAL",""
"237990","Sediment control system construction","NAICS MANUAL",""
"237990","Ski tow construction","NAICS MANUAL",""
"237990","Spillway, floodwater, construction","NAICS MANUAL",""
"237990","Sports field construction","NAICS MANUAL",""
"237990","Streetcar line construction","NAICS MANUAL",""
"237990","Subway construction","NAICS MANUAL",""
"237990","Tennis courts, outdoor, construction","NAICS MANUAL",""
"237990","Timber removal, underwater","NAICS MANUAL",""
"237990","Trail construction","NAICS MANUAL",""
"237990","Trenching, underwater","NAICS MANUAL",""
"237990","Tunnel construction","NAICS MANUAL",""
"237990","Wharf construction","NAICS MANUAL",""
"238111","Chimney, concrete, residential construction","BLS ONLY",""
"238111","Concrete finishing, residential","BLS ONLY",""
"238111","Concrete floor surfacing, resdential","BLS ONLY",""
"238111","Concrete pouring, residential","BLS ONLY",""
"238111","Concrete pumping (i.e., placement), residential","BLS ONLY",""
"238111","Concrete repair, residential","BLS ONLY",""
"238111","Concrete resurfacing, residential","BLS ONLY",""
"238111","Footing and foundation concrete contractors, residential","BLS ONLY",""
"238111","Foundation, building, poured concrete, contractors, residential","BLS ONLY",""
"238111","Grouting (i.e., reinforcing with concrete), residential","BLS ONLY",""
"238111","Gunite contractors, residential","BLS ONLY",""
"238111","Gunning shotcrete, residential","BLS ONLY",""
"238111","Mud-jacking contractors, residential","BLS ONLY",""
"238111","Retaining wall (except anchored earth), poured concrete, construction, residential","BLS ONLY",""
"238111","Shotcrete contractors, residential","BLS ONLY",""
"238112","Chimney, concrete, nonresidential construction","BLS ONLY",""
"238112","Concrete finishing, nonresidential","BLS ONLY",""
"238112","Concrete floor surfacing, nonresidential","BLS ONLY",""
"238112","Concrete pouring, nonresidential","BLS ONLY",""
"238112","Concrete pumping (i.e., placement), nonresidential","BLS ONLY",""
"238112","Concrete repair, nonresidential","BLS ONLY",""
"238112","Concrete resurfacing, nonresidential","BLS ONLY",""
"238112","Footing and foundation concrete contractors, nonresidential","BLS ONLY",""
"238112","Foundation, building, poured concrete, contractors, nonresidential","BLS ONLY",""
"238112","Grouting (i.e., reinforcing with concrete), nonresidential","BLS ONLY",""
"238112","Gunite contractors, nonresidential","BLS ONLY",""
"238112","Gunning shotcrete, nonresidential","BLS ONLY",""
"238112","Mud-jacking contractors, nonresidential","BLS ONLY",""
"238112","Retaining wall (except anchored earth), poured concrete, construction, nonresidential","BLS ONLY",""
"238112","Shotcrete contractors, nonresidential","BLS ONLY",""
"238121","Balcony, precast concrete, installation, residential","BLS ONLY",""
"238121","Concrete product (e.g., structural precast, structural prestressed) installation, residential","BLS ONLY",""
"238121","Concrete reinforcement placement, residential","BLS ONLY",""
"238121","Curtain wall, precast concrete, installation, residential","BLS ONLY",""
"238121","Erecting structural steel, residential","BLS ONLY",""
"238121","Iron work, structural, contractors, residential","BLS ONLY",""
"238121","Placing and tying reinforcing rod at a construction site, residential","BLS ONLY",""
"238121","Precast concrete panel, slab, or form installation, residential","BLS ONLY",""
"238121","Prestressed concrete beam, slab or other component installation, residential","BLS ONLY",""
"238121","Rebar contractors, residential","BLS ONLY",""
"238121","Reinforcing rod, bar, mesh and cage installation, residential","BLS ONLY",""
"238121","Reinforcing steel contractors, residential","BLS ONLY",""
"238121","Stairway, precast concrete, installation, residential","BLS ONLY",""
"238121","Steel reinforcing contractors, residential","BLS ONLY",""
"238121","Structural steel erecting or iron work contractors, residential","BLS ONLY",""
"238122","Balcony, precast concrete, installation, nonresidential","BLS ONLY",""
"238122","Concrete product (e.g., structural precast, structural prestressed) installation, nonresidential","BLS ONLY",""
"238122","Concrete reinforcement placement, nonresidential","BLS ONLY",""
"238122","Curtain wall, precast concrete, installation, nonresidential","BLS ONLY",""
"238122","Erecting structural steel, nonresidential","BLS ONLY",""
"238122","Iron work, structural, contractors, nonresidential","BLS ONLY",""
"238122","Placing and tying reinforcing rod at a construction site, nonresidential","BLS ONLY",""
"238122","Precast concrete panel, slab, or form installation, nonresidential","BLS ONLY",""
"238122","Prestressed concrete beam, slab or other component installation, nonresidential","BLS ONLY",""
"238122","Rebar contractors, nonresidential","BLS ONLY",""
"238122","Reinforcing rod, bar, mesh and cage installation, nonresidential","BLS ONLY",""
"238122","Reinforcing steel contractors, nonresidential","BLS ONLY",""
"238122","Stairway, precast concrete, installation, nonresidential","BLS ONLY",""
"238122","Steel reinforcing contractors, nonresidential","BLS ONLY",""
"238122","Structural steel erecting or iron work contractors, nonresidential","BLS ONLY",""
"238131","Building framing (except structural steel), residential","BLS ONLY",""
"238131","Carpentry, framing, residential","BLS ONLY",""
"238131","Ceiling beam, wood, installation, residential","BLS ONLY",""
"238131","Foundation, building, wood, contractors, residential","BLS ONLY",""
"238131","Framework, house, contractors, residential","BLS ONLY",""
"238131","Framing contractors, residential","BLS ONLY",""
"238131","House framing, residential","BLS ONLY",""
"238131","Permanent wood foundation installation, residential","BLS ONLY",""
"238131","Post framing contractors, residential","BLS ONLY",""
"238131","Prefabricated wood frame component (e.g., trusses) installation, residential","BLS ONLY",""
"238131","Roof truss (wood) installation, residential","BLS ONLY",""
"238131","Sheathing, wood, installation, residential","BLS ONLY",""
"238131","Steel framing contractors, residential","BLS ONLY",""
"238131","Stud wall (e.g., wood, steel) installation, residential","BLS ONLY",""
"238131","Wall component (i.e., exterior, interior), prefabricated, installation, residential","BLS ONLY",""
"238131","Wood frame component (e.g., truss) fabrication on site, residential","BLS ONLY",""
"238132","Building framing (except structural steel), nonresidential","BLS ONLY",""
"238132","Carpentry, framing, nonresidential","BLS ONLY",""
"238132","Ceiling beam, wood, installation, nonresidential","BLS ONLY",""
"238132","Foundation, building, wood, contractors, nonresidential","BLS ONLY",""
"238132","Framework, house, contractors, nonresidential","BLS ONLY",""
"238132","Framing contractors, nonresidential","BLS ONLY",""
"238132","House framing, nonresidential","BLS ONLY",""
"238132","Permanent wood foundation installation, nonresidential","BLS ONLY",""
"238132","Post framing contractors, nonresidential","BLS ONLY",""
"238132","Prefabricated wood frame component (e.g., trusses) installation, nonresidential","BLS ONLY",""
"238132","Roof truss (wood) installation, nonresidential","BLS ONLY",""
"238132","Sheathing, wood, installation, nonresidential","BLS ONLY",""
"238132","Steel framing contractors, nonresidential","BLS ONLY",""
"238132","Stud wall (e.g., wood, steel) installation, nonresidential","BLS ONLY",""
"238132","Wall component (i.e., exterior, interior), prefabricated, installation, nonresidential","BLS ONLY",""
"238132","Wood frame component (e.g., truss) fabrication on site, nonresidential","BLS ONLY",""
"238141","Brick veneer, installation, residential","BLS ONLY",""
"238141","Bricklaying contractors, residential","BLS ONLY",""
"238141","Cement block laying, residential","BLS ONLY",""
"238141","Chimney, brick, block or stone, contractors, residential","BLS ONLY",""
"238141","Cinder block installation, residential","BLS ONLY",""
"238141","Concrete block laying, residential","BLS ONLY",""
"238141","Field stone (i.e., masonry) installation, residential","BLS ONLY",""
"238141","Fireplace, masonry, installation, residential","BLS ONLY",""
"238141","Foundation (e.g., brick, block, stone), building, contractors, residential","BLS ONLY",""
"238141","Glass block laying, residential","BLS ONLY",""
"238141","Glass unit (i.e., glass block) masonry, residential","BLS ONLY",""
"238141","Granite, exterior, contractors, residential","BLS ONLY",""
"238141","Marble, granite and slate, exterior, contractors, residential","BLS ONLY",""
"238141","Masonry contractors, residential","BLS ONLY",""
"238141","Masonry pointing, cleaning or caulking, residential","BLS ONLY",""
"238141","Refractory brick contractors, residential","BLS ONLY",""
"238141","Retaining wall, masonry (i.e., block, brick, stone), construction, residential","BLS ONLY",""
"238141","Slate (i.e., masonry) contractors, residential","BLS ONLY",""
"238141","Stonework (i.e., masonry) contractors, residential","BLS ONLY",""
"238141","Stucco contractors, residential","BLS ONLY",""
"238141","Tuck pointing contractors, residential","BLS ONLY",""
"238142","Brick veneer, installation, nonresidential","BLS ONLY",""
"238142","Bricklaying contractors, nonresidential","BLS ONLY",""
"238142","Cement block laying, nonresidential","BLS ONLY",""
"238142","Chimney, brick, block or stone, contractors, nonresidential","BLS ONLY",""
"238142","Cinder block installation, nonresidential","BLS ONLY",""
"238142","Concrete block laying, nonresidential","BLS ONLY",""
"238142","Field stone (i.e., masonry) installation, nonresidential","BLS ONLY",""
"238142","Fireplace, masonry, installation, nonresidential","BLS ONLY",""
"238142","Foundation (e.g., brick, block, stone), building, contractors, nonresidential","BLS ONLY",""
"238142","Glass block laying, nonresidential","BLS ONLY",""
"238142","Glass unit (i.e., glass block) masonry, nonresidential","BLS ONLY",""
"238142","Granite, exterior, contractors, nonresidential","BLS ONLY",""
"238142","Marble, granite and slate, exterior, contractors, nonresidential","BLS ONLY",""
"238142","Masonry contractors, nonresidential","BLS ONLY",""
"238142","Masonry pointing, cleaning or caulking, nonresidential","BLS ONLY",""
"238142","Refractory brick contractors, nonresidential","BLS ONLY",""
"238142","Retaining wall, masonry (i.e., block, brick, stone), construction, nonresidential","BLS ONLY",""
"238142","Slate (i.e., masonry) contractors, nonresidential","BLS ONLY",""
"238142","Stonework (i.e., masonry) contractors, nonresidential","BLS ONLY",""
"238142","Stucco contractors, nonresidential","BLS ONLY",""
"238142","Tuck pointing contractors, nonresidential","BLS ONLY",""
"238151","Curtain wall, glass, installation, residential","BLS ONLY",""
"238151","Decorative glass and mirror installation, residential","BLS ONLY",""
"238151","Glass cladding (i.e., curtain wall), installation, residential","BLS ONLY",""
"238151","Glass coating and tinting (except automotive) contractors, residential","BLS ONLY",""
"238151","Glass installation (except automotive) contractors, residential","BLS ONLY",""
"238151","Glass partitions, installation, residential","BLS ONLY",""
"238151","Glazing contractors, residential","BLS ONLY",""
"238151","Hermetically sealed window unit, commercial type, installation, residential","BLS ONLY",""
"238151","Mirror installation, residential","BLS ONLY",""
"238151","Stained glass installation, residential","BLS ONLY",""
"238151","Window pane or sheet installation, residential","BLS ONLY",""
"238152","Curtain wall, glass, installation, nonresidential","BLS ONLY",""
"238152","Decorative glass and mirror installation, nonresidential","BLS ONLY",""
"238152","Glass cladding (i.e., curtain wall), installation, nonresidential","BLS ONLY",""
"238152","Glass coating and tinting (except automotive) contractors, nonresidential","BLS ONLY",""
"238152","Glass installation (except automotive) contractors, nonresidential","BLS ONLY",""
"238152","Glass partitions, installation, nonresidential","BLS ONLY",""
"238152","Glazing contractors, nonresidential","BLS ONLY",""
"238152","Hermetically sealed window unit, commercial type, installation, nonresidential","BLS ONLY",""
"238152","Mirror installation, nonresidential","BLS ONLY",""
"238152","Stained glass installation, nonresidential","BLS ONLY",""
"238152","Window pane or sheet installation, nonresidential","BLS ONLY",""
"238161","Asphalt roof shingle installation, residential","BLS ONLY",""
"238161","Copper roofing installation, residential","BLS ONLY",""
"238161","Corrugated metal roofing installation, residential","BLS ONLY",""
"238161","Galvanized iron roofing installation, residential","BLS ONLY",""
"238161","Low slope roofing installation, residential","BLS ONLY",""
"238161","Painting, spraying, or coating, roof, residential","BLS ONLY",""
"238161","Roll roofing installation, residential","BLS ONLY",""
"238161","Roof membrane installation, residential","BLS ONLY",""
"238161","Roof painting, spraying, or coating, residential","BLS ONLY",""
"238161","Roofing contractors, residential","BLS ONLY",""
"238161","Roofing, built-up tar and gravel, installation, residential","BLS ONLY",""
"238161","Shake and shingle, roof, installation, residential","BLS ONLY",""
"238161","Sheet metal roofing installation, residential","BLS ONLY",""
"238161","Skylight installation, residential","BLS ONLY",""
"238161","Solar reflecting coating, roof, application, residential","BLS ONLY",""
"238161","Steep slope roofing installation, residential","BLS ONLY",""
"238161","Treating roofs (by spraying, painting or coating), residential","BLS ONLY",""
"238162","Asphalt roof shingle installation, nonresidential","BLS ONLY",""
"238162","Copper roofing installation, nonresidential","BLS ONLY",""
"238162","Corrugated metal roofing installation, nonresidential","BLS ONLY",""
"238162","Galvanized iron roofing installation, nonresidential","BLS ONLY",""
"238162","Low slope roofing installation, nonresidential","BLS ONLY",""
"238162","Painting, spraying, or coating, roof, nonresidential","BLS ONLY",""
"238162","Roll roofing installation, nonresidential","BLS ONLY",""
"238162","Roof membrane installation, nonresidential","BLS ONLY",""
"238162","Roof painting, spraying, or coating, nonresidential","BLS ONLY",""
"238162","Roofing contractors, nonresidential","BLS ONLY",""
"238162","Roofing, built-up tar and gravel, installation, nonresidential","BLS ONLY",""
"238162","Shake and shingle, roof, installation, nonresidential","BLS ONLY",""
"238162","Sheet metal roofing installation, nonresidential","BLS ONLY",""
"238162","Skylight installation, nonresidential","BLS ONLY",""
"238162","Solar reflecting coating, roof, application, nonresidential","BLS ONLY",""
"238162","Steep slope roofing installation, nonresidential","BLS ONLY",""
"238162","Treating roofs (by spraying, painting or coating), nonresidential","BLS ONLY",""
"238171","Aluminum siding installation, residential","BLS ONLY",""
"238171","Downspout, gutter, and gutter guard installation, residential","BLS ONLY",""
"238171","Eavestrough installation, residential","BLS ONLY",""
"238171","Fascia and soffit installation, residential","BLS ONLY",""
"238171","Flashing contractors, residential","BLS ONLY",""
"238171","Gutter and downspout contractors, residential","BLS ONLY",""
"238171","Gutters, seamless roof, formed and installed on site, residential","BLS ONLY",""
"238171","Ice apron, roof, installation, residential","BLS ONLY",""
"238171","Metal siding installation, residential","BLS ONLY",""
"238171","Siding (e.g., vinyl, wood, aluminum) installation, residential","BLS ONLY",""
"238171","Siding contractors, residential","BLS ONLY",""
"238171","Vinyl siding, soffit and fascia, installation, residential","BLS ONLY",""
"238171","Wood siding, installation, residential","BLS ONLY",""
"238172","Aluminum siding installation, nonresidential","BLS ONLY",""
"238172","Downspout, gutter, and gutter guard installation, nonresidential","BLS ONLY",""
"238172","Eavestrough installation, nonresidential","BLS ONLY",""
"238172","Fascia and soffit installation, nonresidential","BLS ONLY",""
"238172","Flashing contractors, nonresidential","BLS ONLY",""
"238172","Gutter and downspout contractors, nonresidential","BLS ONLY",""
"238172","Gutters, seamless roof, formed and installed on site, nonresidential","BLS ONLY",""
"238172","Ice apron, roof, installation, nonresidential","BLS ONLY",""
"238172","Metal siding installation, nonresidential","BLS ONLY",""
"238172","Siding (e.g., vinyl, wood, aluminum) installation, nonresidential","BLS ONLY",""
"238172","Siding contractors, nonresidential","BLS ONLY",""
"238172","Vinyl siding, soffit and fascia, installation, nonresidential","BLS ONLY",""
"238172","Wood siding, installation, nonresidential","BLS ONLY",""
"238190","Welding, on-site, contractors","2017 ADD",""
"238191","Awning installation, residential","BLS ONLY",""
"238191","Balcony, metal, installation, residential","BLS ONLY",""
"238191","Cathodic protection, installation, residential","BLS ONLY",""
"238191","Concrete form contractors, residential","BLS ONLY",""
"238191","Curtain wall, metal, installation, residential","BLS ONLY",""
"238191","Deck and grate (except roof), metal, installation, residential","BLS ONLY",""
"238191","Decorative steel and wrought iron work installation, residential","BLS ONLY",""
"238191","Epoxy application contractors, residential","BLS ONLY",""
"238191","Erection and dismantling, poured concrete form, residential","BLS ONLY",""
"238191","Falsework construction, residential","BLS ONLY",""
"238191","Fire escape installation, residential","BLS ONLY",""
"238191","Forming contractor, residential","BLS ONLY",""
"238191","Forms for poured concrete, erecting and dismantling, residential","BLS ONLY",""
"238191","Metal furring contractors, residential","BLS ONLY",""
"238191","Ornamental metal work installation, residential","BLS ONLY",""
"238191","Shutter installation, residential","BLS ONLY",""
"238191","Stairway, metal, installation, residential","BLS ONLY",""
"238191","Store front, metal or metal frame, installation, residential","BLS ONLY",""
"238191","Urethane slabjacking contractors, , residential","BLS ONLY",""
"238191","Urethane soil stabilization contractors, , residential","BLS ONLY",""
"238191","Welding, on site, contractors, residential","BLS ONLY",""
"238192","Awning installation, nonresidential","BLS ONLY",""
"238192","Balcony, metal, installation, nonresidential","BLS ONLY",""
"238192","Cathodic protection, installation, nonresidential","BLS ONLY",""
"238192","Concrete form contractors, nonresidential","BLS ONLY",""
"238192","Curtain wall, metal, installation, nonresidential","BLS ONLY",""
"238192","Deck and grate (except roof), metal, installation, nonresidential","BLS ONLY",""
"238192","Decorative steel and wrought iron work installation, nonresidential","BLS ONLY",""
"238192","Epoxy application contractors, nonresidential","BLS ONLY",""
"238192","Erection and dismantling, poured concrete form, nonresidential","BLS ONLY",""
"238192","Falsework construction, nonresidential","BLS ONLY",""
"238192","Fire escape installation, nonresidential","BLS ONLY",""
"238192","Forming contractor, nonresidential","BLS ONLY",""
"238192","Forms for poured concrete, erecting and dismantling, nonresidential","BLS ONLY",""
"238192","Metal furring contractors, nonresidential","BLS ONLY",""
"238192","Ornamental metal work installation, nonresidential","BLS ONLY",""
"238192","Shutter installation, nonresidential","BLS ONLY",""
"238192","Stairway, metal, installation, nonresidential","BLS ONLY",""
"238192","Store front, metal or metal frame, installation, nonresidential","BLS ONLY",""
"238192","Urethane slabjacking contractors, nonresidential","BLS ONLY",""
"238192","Urethane soil stabilization contractors, nonresidential","BLS ONLY",""
"238192","Welding, on site, contractors, nonresidential","BLS ONLY",""
"238211","Airport runway lighting contractors, residential","BLS ONLY",""
"238211","Alarm system (e.g., fire, burglar), electric, installation only, residential","BLS ONLY",""
"238211","Audio equipment installation (except automotive) contractors, residential","BLS ONLY",""
"238211","Building automation system installation contractors, residential","BLS ONLY",""
"238211","Burglar alarm system, electric, installation only, residential","BLS ONLY",""
"238211","Cable splicing, electrical or fiber optic, residential","BLS ONLY",""
"238211","Cable television hookup contractors, residential","BLS ONLY",""
"238211","Communication equipment installation, residential","BLS ONLY",""
"238211","Computer and network cable installation, residential","BLS ONLY",""
"238211","Control system (e.g., environmental, humidity, temperature) installation, residential","BLS ONLY",""
"238211","Electric contracting, residential","BLS ONLY",""
"238211","Electric power control panel and outlet installation, residential","BLS ONLY",""
"238211","Electrical contractors, residential","BLS ONLY",""
"238211","Electrical equipment and appliance installation, residential","BLS ONLY",""
"238211","Electrical wiring contractors, residential","BLS ONLY",""
"238211","Electrical work, residential","BLS ONLY",""
"238211","Electrical, electrical wiring, and low voltage electrical work, residential","BLS ONLY",""
"238211","Electrician, residential","BLS ONLY",""
"238211","Electronic containment fencing for pets, installation, residential","BLS ONLY",""
"238211","Electronic control installation and service, residential","BLS ONLY",""
"238211","Electronic control system installation, residential","BLS ONLY",""
"238211","Environmental control system installation, residential","BLS ONLY",""
"238211","Fiber optic cable (except transmission lines) installation, residential","BLS ONLY",""
"238211","Fire alarm system, electric, installation only, residential","BLS ONLY",""
"238211","Highway, street and bridge lighting and electrical signal installation, residential","BLS ONLY",""
"238211","Home automation system installation, residential","BLS ONLY",""
"238211","Home theater installation, residential","BLS ONLY",""
"238211","Humidity control system installation, residential","BLS ONLY",""
"238211","Installation of photovoltaic panels, residential","BLS ONLY",""
"238211","Intercommunication (intercom) system installation, residential","BLS ONLY",""
"238211","Lighting system installation, residential","BLS ONLY",""
"238211","Low voltage electrical work, residential","BLS ONLY",""
"238211","Private driveway or parking area lighting contractors, residential","BLS ONLY",""
"238211","Public address system installation, residential","BLS ONLY",""
"238211","Railroad signalling equipment installation, residential","BLS ONLY",""
"238211","Security and fire system, installation only, residential","BLS ONLY",""
"238211","Smoke detection system, installation only, residential","BLS ONLY",""
"238211","Snow melting cable, electric, installation, residential","BLS ONLY",""
"238211","Solar panel installation, residential","BLS ONLY",""
"238211","Sound equipment installation, residential","BLS ONLY",""
"238211","Surveillance system, installation only, residential","BLS ONLY",""
"238211","Telecommunications equipment and wiring (except transmission line) installation contractors, residential","BLS ONLY",""
"238211","Telephone equipment and building wiring installation, residential","BLS ONLY",""
"238211","Telephone installation contractors, residential","BLS ONLY",""
"238211","Temperature control system installation, residential","BLS ONLY",""
"238211","Traffic signal installation, residential","BLS ONLY",""
"238211","Tunnel lighting contractors, residential","BLS ONLY",""
"238212","Airport runway lighting contractors, nonresidential","BLS ONLY",""
"238212","Alarm system (e.g., fire, burglar), electric, installation only, nonresidential","BLS ONLY",""
"238212","Audio equipment installation (except automotive) contractors, nonresidential","BLS ONLY",""
"238212","Building automation system installation contractors, nonresidential","BLS ONLY",""
"238212","Burglar alarm system, electric, installation only, nonresidential","BLS ONLY",""
"238212","Cable splicing, electrical or fiber optic, nonresidential","BLS ONLY",""
"238212","Cable television hookup contractors, nonresidential","BLS ONLY",""
"238212","Communication equipment installation, nonresidential","BLS ONLY",""
"238212","Computer and network cable installation, nonresidential","BLS ONLY",""
"238212","Control system (e.g., environmental, humidity, temperature) installation, nonresidential","BLS ONLY",""
"238212","Electric contracting, nonresidential","BLS ONLY",""
"238212","Electric power control panel and outlet installation, nonresidential","BLS ONLY",""
"238212","Electrical contractors, nonresidential","BLS ONLY",""
"238212","Electrical equipment and appliance installation, nonresidential","BLS ONLY",""
"238212","Electrical wiring contractors, nonresidential","BLS ONLY",""
"238212","Electrical work, nonresidential","BLS ONLY",""
"238212","Electrical, electrical wiring, and low voltage electrical work, nonresidential","BLS ONLY",""
"238212","Electrician, nonresidential","BLS ONLY",""
"238212","Electronic containment fencing for pets, installation, nonresidential","BLS ONLY",""
"238212","Electronic control installation and service, nonresidential","BLS ONLY",""
"238212","Electronic control system installation, nonresidential","BLS ONLY",""
"238212","Environmental control system installation, nonresidential","BLS ONLY",""
"238212","Fiber optic cable (except transmission lines) installation, nonresidential","BLS ONLY",""
"238212","Fire alarm system, electric, installation only, nonresidential","BLS ONLY",""
"238212","Highway, street and bridge lighting and electrical signal installation, nonresidential","BLS ONLY",""
"238212","Home automation system installation, nonresidential","BLS ONLY",""
"238212","Home theater installation, nonresidential","BLS ONLY",""
"238212","Humidity control system installation, nonresidential","BLS ONLY",""
"238212","Installation of photovoltaic panels, nonresidential","BLS ONLY",""
"238212","Intercommunication (intercom) system installation, nonresidential","BLS ONLY",""
"238212","Lighting system installation, nonresidential","BLS ONLY",""
"238212","Low voltage electrical work, nonresidential","BLS ONLY",""
"238212","Private driveway or parking area lighting contractors, nonresidential","BLS ONLY",""
"238212","Public address system installation, nonresidential","BLS ONLY",""
"238212","Railroad signalling equipment installation, nonresidential","BLS ONLY",""
"238212","Security and fire system, installation only, nonresidential","BLS ONLY",""
"238212","Smoke detection system, installation only, nonresidential","BLS ONLY",""
"238212","Snow melting cable, electric, installation, nonresidential","BLS ONLY",""
"238212","Solar panel installation, non residential","BLS ONLY",""
"238212","Sound equipment installation, nonresidential","BLS ONLY",""
"238212","Surveillance system, installation only, nonresidential","BLS ONLY",""
"238212","Telecommunications equipment and wiring (except transmission line) installation contractors, nonresidential","BLS ONLY",""
"238212","Telephone equipment and building wiring installation, nonresidential","BLS ONLY",""
"238212","Telephone installation contractors, nonresidential","BLS ONLY",""
"238212","Temperature control system installation, nonresidential","BLS ONLY",""
"238212","Traffic signal installation, nonresidential","BLS ONLY",""
"238212","Tunnel lighting contractors, nonresidential","BLS ONLY",""
"238221","Air system balancing and testing, residential","BLS ONLY",""
"238221","Air vent installation, residential","BLS ONLY",""
"238221","Air-conditioning system (except window) installation, residential","BLS ONLY",""
"238221","Bathroom plumbing fixture and sanitary ware installation, residential","BLS ONLY",""
"238221","Blower or fan, cooling and dry heating, installation, residential","BLS ONLY",""
