"stfips","codetype","code","codetitle"
"00","10","323116","Manifold Business Forms Printing"
"00","10","323117","Books Printing"
"00","10","323118","Blankbook and Looseleaf Binder Mfg"
"00","10","323119","Other Commercial Printing"
"00","10","32312","Support Activities for Printing"
"00","10","323120","Support Activities for Printing"
"00","10","323121","Tradebinding and Related Work"
"00","10","323122","Prepress Services"
"00","10","324","Petroleum & Coal Products Manufacturing"
"00","10","3241","Petroleum & Coal Products Manufacturing"
"00","10","32411","Petroleum Refineries"
"00","10","324110","Petroleum Refineries"
"00","10","32412","Asphalt Paving and Roofing Materials"
"00","10","324121","Asphalt Paving Mixture and Block"
"00","10","324122","Asphalt Shingle and Coating Materials"
"00","10","32419","Other Petroleum and Coal Products"
"00","10","324191","All Other Petroleum and Coal Products"
"00","10","324199","All Other Petroleum and Coal Products"
"00","10","325","Chemical Manufacturing"
"00","10","3251","Basic Chemical Manufacturing"
"00","10","32511","Petrochemical Manufacturing"
"00","10","325110","Petrochemical Manufacturing"
"00","10","32512","Industrial Gas Manufacturing"
"00","10","325120","Industrial Gas Manufacturing"
"00","10","32513","Synthetic Dye and Pigment Manufacturing"
"00","10","325130","Synthetic Dye and Pigment Manufacturing"
"00","10","325131","Inorganic Dye and Pigment Manufacturing"
"00","10","325132","Synthetic Dye and Pigment Manufacturing"
"00","10","32518","Other Basic Inorganic Chemical Mfg"
"00","10","325180","Other Basic Inorganic Chemical Manufacturing "
"00","10","325181","Alkalies and Chlorine Manufacturing"
"00","10","325182","Carbon Black Manufacturing"
"00","10","325188","All Other Basic Inorganic Chemicals"
"00","10","32519","Other Basic Organic Chemical Mfg"
"00","10","325191","Gum and Wood Chemical Manufacturing"
"00","10","325192","Cyclic Crude and Intermediate Mfg"
"00","10","325193","Ethyl Alcohol Manufacturing"
"00","10","325194","Cyclic crude, and gum and wood chem mfg."
"00","10","325199","All Other Basic Organic Chemicals"
"00","10","3252","Resin, Rubber, and Synthetic Fibers"
"00","10","32521","Resin and Synthetic Rubber Manufacturing"
"00","10","325211","Plastics Material & Resin Manufacturing"
"00","10","325212","Synthetic Rubber Manufacturing"
"00","10","32522","Artificial Fibers and Filaments Mfg"
"00","10","325220","Artificial and synthetic fibers mfg"
"00","10","325221","Cellulosic Organic Fiber Manufacturing"
"00","10","325222","Noncellulosic Organic Fiber Mfg"
"00","10","3253","Agricultural Chemical Manufacturing"
"00","10","32531","Fertilizer Manufacturing"
"00","10","325311","Nitrogenous Fertilizer Manufacturing"
"00","10","325312","Phosphatic Fertilizer Manufacturing"
"00","10","325314","Fertilizer (Mixing Only) Manufacturing"
"00","10","32532","Agricultural Chemicals Except Fertilizer"
"00","10","325320","Agricultural Chemicals Except Fertilizer"
"00","10","3254","Pharmaceutical & Medicine Manufacturing"
"00","10","32541","Pharmaceutical & Medicine Manufacturing"
"00","10","325411","Medicinal and Botanical Manufacturing"
"00","10","325412","Pharmaceutical Preparation Manufacturing"
"00","10","325413","In-Vitro Diagnostic Substance Mfg"
"00","10","325414","Other Biological Product Manufacturing"
"00","10","3255","Paint, Coating, & Adhesive Manufacturing"
"00","10","32551","Paint and Coating Manufacturing"
"00","10","325510","Paint and Coating Manufacturing"
"00","10","32552","Adhesive Manufacturing"
"00","10","325520","Adhesive Manufacturing"
"00","10","3256","Cleaning Compound and Toiletry Mfg"
"00","10","32561","Soap and Cleaning Compound Manufacturing"
"00","10","325611","Soap and Other Detergent Manufacturing"
"00","10","325612","Polish and Sanitation Good Manufacturing"
"00","10","325613","Surface Active Agent Manufacturing"
"00","10","32562","Toilet Preparation Manufacturing"
"00","10","325620","Toilet Preparation Manufacturing"
"00","10","3259","Other Chemical Preparation Manufacturing"
"00","10","32591","Printing Ink Manufacturing"
"00","10","325910","Printing Ink Manufacturing"
"00","10","32592","Explosives Manufacturing"
"00","10","325920","Explosives Manufacturing"
"00","10","32599","All Other Chemical Preparation Mfg"
"00","10","325991","Custom Compounding of Purchased Resins"
"00","10","325992","Photographic Film and Chemicals"
"00","10","325998","Other Miscellaneous Chemicals Mfg"
"00","10","326","Plastics & Rubber Products Manufacturing"
"00","10","3261","Plastics Product Manufacturing"
"00","10","32611","Plastics Packaging Materials, Film/Sheet"
"00","10","326111","Unsupported Plastics Bag Manufacturing"
"00","10","326112","Plastics Packaging Film and Sheet"
"00","10","326113","Nonpackaging Plastics Film and Sheet"
"00","10","32612","Plastics Pipe, Fittings & Profile Shape"
"00","10","326121","Unlaminated Plastics Profile Shape Mfg"
"00","10","326122","Plastics Pipe and Pipe Fitting Mfg"
"00","10","32613","Laminated Plastics Plate, Sheet & Shapes"
"00","10","326130","Laminated Plastics Plate, Sheet & Shapes"
"00","10","32614","Polystyrene Foam Product Manufacturing"
"00","10","326140","Polystyrene Foam Product Manufacturing"
"00","10","32615","Urethane and Other Foam Product Mfg"
"00","10","326150","Urethane and Other Foam Product Mfg"
"00","10","32616","Plastics Bottle Manufacturing"
"00","10","326160","Plastics Bottle Manufacturing"
"00","10","32619","Other Plastics Product Manufacturing"
"00","10","326191","Plastics Plumbing Fixture Manufacturing"
"00","10","326192","Resilient Floor Covering Manufacturing"
"00","10","326199","All Other Plastics Product Manufacturing"
"00","10","3262","Rubber Product Manufacturing"
"00","10","32621","Tire Manufacturing"
"00","10","326211","Tire Manufacturing (except Retreading)"
"00","10","326212","Tire Retreading"
"00","10","32622","Rubber and Plastics Hoses and Belting"
"00","10","326220","Rubber and Plastics Hoses and Belting"
"00","10","32629","Other Rubber Product Manufacturing"
"00","10","326291","Mechanical Rubber Product Manufacturing"
"00","10","326299","All Other Rubber Product Manufacturing"
"00","10","327","Nonmetallic Mineral Product Mfg"
"00","10","3271","Clay Product & Refractory Manufacturing"
"00","10","32711","Pottery, Ceramics, and Plumbing Fixtures"
"00","10","327110","Pottery, Ceramics, and Plumbing Fixture Manufacturing "
"00","10","327111","Vitreous China Plumbing Fixtures"
"00","10","327112","Vitreous China and Earthenware Articles"
"00","10","327113","Porcelain Electrical Supply Mfg"
"00","10","32712","Clay Building Material and Refractories"
"00","10","327120","Clay Building Material and Refractories Manufacturing "
"00","10","327121","Brick and Structural Clay Tile Mfg"
"00","10","327122","Ceramic Wall & Floor Tile Manufacturing"
"00","10","327123","Other Structural Clay Product Mfg"
"00","10","327124","Clay Refractory Manufacturing"
"00","10","327125","Nonclay Refractory Manufacturing"
"00","10","3272","Glass and Glass Product Manufacturing"
"00","10","32721","Glass and Glass Product Manufacturing"
"00","10","327211","Flat Glass Manufacturing"
"00","10","327212","Other Pressed & Blown Glass/Glassware"
"00","10","327213","Glass Container Manufacturing"
"00","10","327215","Purchased Glass Product Manufacturing"
"00","10","3273","Cement & Concrete Product Manufacturing"
"00","10","32731","Cement Manufacturing"
"00","10","327310","Cement Manufacturing"
"00","10","32732","Ready-Mix Concrete Manufacturing"
"00","10","327320","Ready-Mix Concrete Manufacturing"
"00","10","32733","Concrete Pipe, Brick, and Block Mfg"
"00","10","327331","Concrete Block and Brick Manufacturing"
"00","10","327332","Concrete Pipe Manufacturing"
"00","10","32739","Other Concrete Product Manufacturing"
"00","10","327390","Other Concrete Product Manufacturing"
"00","10","3274","Lime and Gypsum Product Manufacturing"
"00","10","32741","Lime Manufacturing"
"00","10","327410","Lime Manufacturing"
"00","10","32742","Gypsum Product Manufacturing"
"00","10","327420","Gypsum Product Manufacturing"
"00","10","3279","Other Nonmetallic Mineral Products"
"00","10","32791","Abrasive Product Manufacturing"
"00","10","327910","Abrasive Product Manufacturing"
"00","10","32799","All Other Nonmetallic Mineral Products"
"00","10","327991","Cut Stone & Stone Product Manufacturing"
"00","10","327992","Ground or Treated Mineral and Earths"
"00","10","327993","Mineral Wool Manufacturing"
"00","10","327999","Misc Nonmetallic Mineral Products Mfg"
"00","10","331","Primary Metal Manufacturing"
"00","10","3311","Iron and Steel Mills and Ferroalloys"
"00","10","33111","Iron and Steel Mills and Ferroalloys"
"00","10","331110","Iron and Steel Mills and Ferroalloy Manufacturing "
"00","10","331111","Iron and Steel Mills"
"00","10","331112","Ferroalloy and Related Product Mfg"
"00","10","3312","Purchased Steel Product Manufacturing"
"00","10","33121","Purchased Iron and Steel Pipe and Tube"
"00","10","331210","Purchased Iron and Steel Pipe and Tube"
"00","10","33122","Rolling and Drawing of Purchased Steel"
"00","10","331221","Rolled Steel Shape Manufacturing"
"00","10","331222","Steel Wire Drawing"
"00","10","3313","Alumina and Aluminum Production"
"00","10","33131","Alumina and Aluminum Production"
"00","10","331311","Alumina Refining"
"00","10","331312","Primary Aluminum Production"
"00","10","331313","Primary prod. of alumina and aluminum"
"00","10","331314","Secondary Smelting/Alloying of Aluminum"
"00","10","331315","Aluminum Sheet, Plate, and Foil Mfg"
"00","10","331316","Aluminum Extruded Product Manufacturing"
"00","10","331318","Other Aluminum Rolling, Drawing, and Extruding "
"00","10","331319","Other Aluminum Rolling and Drawing"
"00","10","3314","Other Nonferrous Metal Production"
"00","10","33141","Other Nonferrous Metal Production"
"00","10","331410","Nonferrous Metal (except Aluminum) Smelting and Refining "
"00","10","331411","Primary Smelting and Refining of Copper"
"00","10","331419","Primary Nonferrous Metal ex. Copper/AL"
"00","10","33142","Copper Rolling, Drawing, and Extruding"
"00","10","331420","Copper Rolling, Drawing, Extruding, and Alloying"
"00","10","331421","Copper Rolling, Drawing, and Extruding"
"00","10","331422","Copper Wire (except Mechanical) Drawing"
"00","10","331423","Secondary Processing of Copper"
"00","10","33149","Nonferrous, ex. Copper/Aluminum, Shaping"
"00","10","331491","Nonferrous, ex. Copper/Aluminum, Shaping"
"00","10","331492","Secondary Processing, Other Nonferrous"
"00","10","3315","Foundries"
"00","10","33151","Ferrous Metal Foundries"
"00","10","331511","Iron Foundries"
"00","10","331512","Steel Investment Foundries"
"00","10","331513","Steel Foundries (except Investment)"
"00","10","33152","Nonferrous Metal Foundries"
"00","10","331521","Aluminum Die-Casting Foundries"
"00","10","331522","Nonferrous (except Aluminum) Die-Casting"
"00","10","331523","Nonferrous metal die-Casting Foundries"
"00","10","331524","Aluminum Foundries (except Die-Casting)"
"00","10","331525","Copper Foundries (except Die-Casting)"
"00","10","331528","Other Nonferrous Foundries ex. Die-Cast"
"00","10","331529","Other Nonferrous Metal Foundries (except Die-Casting) "
"00","10","332","Fabricated Metal Product Manufacturing"
"00","10","3321","Forging and Stamping"
"00","10","33211","Forging and Stamping"
"00","10","332111","Iron and Steel Forging"
"00","10","332112","Nonferrous Forging"
"00","10","332114","Custom Roll Forming"
"00","10","332115","Crown and Closure Manufacturing"
"00","10","332116","Metal Stamping"
"00","10","332117","Powder Metallurgy Part Manufacturing"
"00","10","332119","Metal Crown, Closure, and Other Metal Stamping (except Automotive)"
"00","10","3322","Cutlery and Handtool Manufacturing"
"00","10","33221","Cutlery and Handtool Manufacturing"
"00","10","332211","Nonprecious Cutlery and Flatware"
"00","10","332212","Hand and Edge Tool Manufacturing"
"00","10","332213","Saw Blade and Handsaw Manufacturing"
"00","10","332214","Kitchen Utensil, Pot, and Pan Mfg"
"00","10","332215","Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Ma"
"00","10","332216","Saw Blade and Handtool Manufacturing "
"00","10","3323","Architectural and Structural Metals"
"00","10","33231","Plate Work/Fabricated Structural Product"
"00","10","332311","Prefabricated Metal Building & Component"
"00","10","332312","Fabricated Structural Metal Mfg"
"00","10","332313","Plate Work Manufacturing"
"00","10","33232","Ornamental & Architectural Metal Product"
"00","10","332321","Metal Window and Door Manufacturing"
"00","10","332322","Sheet Metal Work Manufacturing"
"00","10","332323","Ornamental and Architectural Metal Work"
"00","10","3324","Boilers, Tanks, and Shipping Containers"
"00","10","33241","Power Boiler and Heat Exchanger Mfg"
"00","10","332410","Power Boiler and Heat Exchanger Mfg"
"00","10","33242","Metal Tank (Heavy Gauge) Manufacturing"
"00","10","332420","Metal Tank (Heavy Gauge) Manufacturing"
"00","10","33243","Metal Cans, Boxes, and Other Containers"
"00","10","332431","Metal Can Manufacturing"
"00","10","332439","Other Metal Container Manufacturing"
"00","10","3325","Hardware Manufacturing"
"00","10","33251","Hardware Manufacturing"
"00","10","332510","Hardware Manufacturing"
"00","10","3326","Spring and Wire Product Manufacturing"
"00","10","33261","Spring and Wire Product Manufacturing"
"00","10","332611","Spring (Heavy Gauge) Manufacturing"
"00","10","332612","Spring (Light Gauge) Manufacturing"
"00","10","332613","Spring Manufacturing "
"00","10","332618","Other Fabricated Wire Product Mafg"
"00","10","3327","Machine Shops and Threaded Products"
"00","10","33271","Machine Shops"
"00","10","332710","Machine Shops"
"00","10","33272","Turned Products & Screws, Nuts, & Bolts"
"00","10","332721","Precision Turned Product Manufacturing"
"00","10","332722","Bolts, Nuts, Screws, Rivets, and Washers"
"00","10","3328","Coating, Engraving & Heat Treating Metal"
"00","10","33281","Coating, Engraving & Heat Treating Metal"
"00","10","332811","Metal Heat Treating"
"00","10","332812","Metal Coating and Nonprecious Engraving"
"00","10","332813","Electroplating/Anodizing/Coloring Metal"
"00","10","3329","Other Fabricated Metal Product Mfg"
"00","10","33291","Metal Valve Manufacturing"
"00","10","332911","Industrial Valve Manufacturing"
"00","10","332912","Fluid Power Valves and Hose Fittings"
"00","10","332913","Plumbing Fixture Fittings and Trim"
"00","10","332919","Other Metal Valves and Pipe Fittings"
"00","10","33299","All Other Fabricated Metal Products"
"00","10","332991","Ball and Roller Bearing Manufacturing"
"00","10","332992","Small Arms Ammunition Manufacturing"
"00","10","332993","Ammunition, except Small Arms, Mfg"
"00","10","332994","Small Arms Manufacturing"
"00","10","332995","Other Ordnance and Accessories Mfg"
"00","10","332996","Fabricated Pipe and Pipe Fittings"
"00","10","332997","Industrial Pattern Manufacturing"
"00","10","332998","Metal Sanitary Ware Manufacturing"
"00","10","332999","Miscellaneous Fabricated Metal Products"
"00","10","333","Machinery Manufacturing"
"00","10","3331","Ag., Construction, and Mining Machinery"
"00","10","33311","Agricultural Implement Manufacturing"
"00","10","333111","Farm Machinery & Equipment Manufacturing"
"00","10","333112","Lawn and Garden Equipment Manufacturing"
"00","10","33312","Construction Machinery Manufacturing"
"00","10","333120","Construction Machinery Manufacturing"
"00","10","33313","Mining Machinery Manufacturing"
"00","10","333131","Mining Machinery and Equipment Mfg"
"00","10","333132","Oil and Gas Field Machinery & Equipment"
"00","10","3332","Industrial Machinery Manufacturing"
"00","10","33321","Sawmill and Woodworking Machinery"
"00","10","333210","Sawmill and Woodworking Machinery"
"00","10","33322","Plastics and Rubber Industry Machinery"
"00","10","333220","Plastics and Rubber Industry Machinery"
"00","10","33324","Industrial Machinery Manufacturing"
"00","10","333241","Food Product Machinery Manufacturing "
"00","10","333242","Semiconductor Machinery Manufacturing "
"00","10","333243","Sawmill, Woodworking, and Paper Machinery Manufacturing "
"00","10","333244","Printing Machinery and Equipment Manufacturing "
"00","10","333249","Other Industrial Machinery Manufacturing "
"00","10","33329","Other Industrial Machinery Manufacturing"
"00","10","333291","Paper Industry Machinery Manufacturing"
"00","10","333292","Textile Machinery Manufacturing"
"00","10","333293","Printing Machinery and Equipment"
"00","10","333294","Food Product Machinery Manufacturing"
"00","10","333295","Semiconductor Machinery Manufacturing"
"00","10","333298","All Other Industrial Machinery Mfg"
"00","10","3333","Commercial & Service Industry Machinery"
"00","10","33331","Commercial & Service Industry Machinery"
"00","10","333311","Automatic Vending Machine Manufacturing"
"00","10","333312","Commercial Laundry/Drycleaning Machinery"
"00","10","333313","Office Machinery Manufacturing"
"00","10","333314","Optical Instrument & Lens Manufacturing"
"00","10","333315","Photographic and Photocopying Equipment"
"00","10","333316","Photographic and Photocopying Equipment Manufacturing "
"00","10","333318","Other Commercial and Service Industry Machinery Manufacturing"
"00","10","333319","Other Commercial and Service Machinery"
"00","10","3334","HVAC and Commercial Refrigeration Equip"
"00","10","33341","HVAC and Commercial Refrigeration Equip"
"00","10","333411","Air Purification Equipment Manufacturing"
"00","10","333412","Industrial & Commercial Fans & Blowers"
"00","10","333413","Industrial and Commercial Fan and Blower and Air Purification Equipment Man"
"00","10","333414","Heating Equipment, ex. Warm Air Furnaces"
"00","10","333415","AC, Refrigeration, & Forced Air Heating"
"00","10","3335","Metalworking Machinery Manufacturing"
"00","10","33351","Metalworking Machinery Manufacturing"
"00","10","333511","Industrial Mold Manufacturing"
"00","10","333512","Metal Cutting Machine Tool Manufacturing"
"00","10","333513","Metal Forming Machine Tool Manufacturing"
"00","10","333514","Special Tools, Dies, Jigs, and Fixtures"
"00","10","333515","Machine Tool Cutters and Accessories"
"00","10","333516","Rolling Mill Machinery and Equipment"
"00","10","333517","Machine Tool Manufacturing "
"00","10","333518","Other Metalworking Machinery Mfg"
"00","10","333519","Rolling Mill and Other Metalworking Machinery Manufacturing"
"00","10","3336","Turbine and Power Transmission Equipment"
"00","10","33361","Turbine and Power Transmission Equipment"
"00","10","333611","Turbine Generator & Generator Set Units"
"00","10","333612","Speed Changer, Drive, and Gear Mfg"
"00","10","333613","Mechanical Power Transmission Equipment"
"00","10","333618","Other Engine Equipment Manufacturing"
"00","10","3339","Other General Purpose Machinery Mfg"
"00","10","33391","Pump and Compressor Manufacturing"
"00","10","333911","Pump and Pumping Equipment Manufacturing"
"00","10","333912","Air and Gas Compressor Manufacturing"
"00","10","333913","Measuring and Dispensing Pump Mfg"
"00","10","333914","Measuring, Dispensing, and Other Pumping Equipment Manufacturing "
"00","10","33392","Material Handling Equipment Mfg"
"00","10","333921","Elevator and Moving Stairway Mfg"
"00","10","333922","Conveyor and Conveying Equipment"
"00","10","333923","Overhead Cranes, Hoists and Monorails"
"00","10","333924","Industrial Truck, Trailers, and Stackers"
"00","10","33399","All Other General Purpose Machinery"
"00","10","333991","Power-Driven Handtool Manufacturing"
"00","10","333992","Welding and Soldering Equipment Mfg"
"00","10","333993","Packaging Machinery Manufacturing"
"00","10","333994","Industrial Process Furnaces and Ovens"
"00","10","333995","Fluid Power Cylinders and Actuators"
"00","10","333996","Fluid Power Pump and Motor Manufacturing"
"00","10","333997","Scales and Balances, except Laboratory"
"00","10","333999","Miscellaneous General Purpose Machinery"
"00","10","334","Computer and Electronic Product Mfg"
"00","10","3341","Computers and Peripheral Equipment"
"00","10","33411","Computers and Peripheral Equipment"
"00","10","334111","Electronic Computer Manufacturing"
"00","10","334112","Computer Storage Device Manufacturing"
"00","10","334113","Computer Terminal Manufacturing"
"00","10","334118","Computer Terminal and Other Computer Peripheral Equipment Manufacturing"
"00","10","334119","Other Computer Peripheral Equipment"
"00","10","3342","Communications Equipment Manufacturing"
"00","10","33421","Telephone Apparatus Manufacturing"
"00","10","334210","Telephone Apparatus Manufacturing"
"00","10","33422","Broadcast & Wireless Communication Equip"
"00","10","334220","Broadcast & Wireless Communication Equip"
"00","10","33429","Other Communications Equipment Mfg"
"00","10","334290","Other Communications Equipment Mfg"
"00","10","3343","Audio and Video Equipment Manufacturing"
"00","10","33431","Audio and Video Equipment Manufacturing"
"00","10","334310","Audio and Visual Equipment Manufacturing"
"00","10","3344","Semiconductor and Electronic Components"
"00","10","33441","Semiconductor and Electronic Components"
"00","10","334411","Electron Tube Manufacturing"
"00","10","334412","Bare Printed Circuit Board Manufacturing"
"00","10","334413","Semiconductor and Related Devices"
"00","10","334414","Electronic Capacitor Manufacturing"
"00","10","334415","Electronic Resistor Manufacturing"
"00","10","334416","Electronic Coils, Transformer & Inductor"
"00","10","334417","Electronic Connector Manufacturing"
"00","10","334418","Printed Circuit Assemblies"
"00","10","334419","Other Electronic Component Manufacturing"
"00","10","3345","Electronic Instrument Manufacturing"
"00","10","33451","Electronic Instrument Manufacturing"
"00","10","334510","Electromedical Apparatus Manufacturing"
"00","10","334511","Search, Detection & Navigation Instrumnt"
"00","10","334512","Automatic Environmental Control Mfg"
"00","10","334513","Industrial Process Variable Instruments"
"00","10","334514","Fluid Meters and Counting Devices"
"00","10","334515","Electricity & Signal Testing Instruments"
"00","10","334516","Analytical Laboratory Instruments"
"00","10","334517","Irradiation Apparatus Manufacturing"
"00","10","334518","Watch, Clock, and Part Manufacturing"
"00","10","334519","Other Measuring and Controlling Devices"
"00","10","3346","Magnetic Media Manufacture & Reproducing"
"00","10","33461","Magnetic Media Manufacture & Reproducing"
"00","10","334611","Software Reproducing"
"00","10","334612","Audio and Video Media Reproduction"
"00","10","334613","Magnetic and Optical Media Manufacturing"
"00","10","334614","Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing"
"00","10","335","Electrical Equipment and Appliances"
"00","10","3351","Electric Lighting Equipment Mfg"
"00","10","33511","Electric Lamp Bulb & Part Manufacturing"
"00","10","335110","Electric Lamp Bulb & Part Manufacturing"
"00","10","33512","Lighting Fixture Manufacturing"
"00","10","335121","Residential Electric Lighting Fixtures"
"00","10","335122","Nonresidential Electric Lighting Fixture"
"00","10","335129","Other Lighting Equipment Manufacturing"
"00","10","3352","Household Appliance Manufacturing"
"00","10","33521","Small Electrical Appliance Manufacturing"
"00","10","335210","Small Electrical Appliance Manufacturing"
"00","10","335211","Electric Housewares and Household Fans"
"00","10","335212","Household Vacuum Cleaner Manufacturing"
"00","10","33522","Major Appliance Manufacturing"
"00","10","335220","Major Household Appliance Manufacturing "
"00","10","335221","Household Cooking Appliance Mfg"
"00","10","335222","Household Refrigerators and Freezers"
"00","10","335224","Household Laundry Equipment Mfg"
"00","10","335228","Other Major Household Appliance Mfg"
"00","10","3353","Electrical Equipment Manufacturing"
"00","10","33531","Electrical Equipment Manufacturing"
"00","10","335311","Electric Power & Specialty Transformers"
"00","10","335312","Motor and Generator Manufacturing"
"00","10","335313","Switchgear and Switchboard Apparatus"
"00","10","335314","Relay & Industrial Control Manufacturing"
"00","10","3359","Other Electrical Equipment & Components"
"00","10","33591","Battery Manufacturing"
"00","10","335911","Storage Battery Manufacturing"
"00","10","335912","Primary Battery Manufacturing"
"00","10","33592","Communication and Energy Wire and Cable"
"00","10","335921","Fiber Optic Cable Manufacturing"
"00","10","335929","Other Communication and Energy Wire"
"00","10","33593","Wiring Device Manufacturing"
"00","10","335931","Current-Carrying Wiring Device Mfg"
"00","10","335932","Noncurrent-Carrying Wiring Devices"
"00","10","33599","All Other Electrical Equipment/Component"
"00","10","335991","Carbon & Graphite Product Manufacturing"
"00","10","335999","Miscellaneous Electrical Equipment"
"00","10","336","Transportation Equipment Manufacturing"
"00","10","3361","Motor Vehicle Manufacturing"
"00","10","33611","Automobile and Light Truck Manufacturing"
"00","10","336111","Automobile Manufacturing"
"00","10","336112","Light Truck and Utility Vehicle Mfg"
"00","10","33612","Heavy Duty Truck Manufacturing"
"00","10","336120","Heavy Duty Truck Manufacturing"
"00","10","3362","Motor Vehicle Body and Trailer Mfg"
"00","10","33621","Motor Vehicle Body and Trailer Mfg"
"00","10","336211","Motor Vehicle Body Manufacturing"
"00","10","336212","Truck Trailer Manufacturing"
"00","10","336213","Motor Home Manufacturing"
"00","10","336214","Travel Trailer and Camper Manufacturing"
"00","10","3363","Motor Vehicle Parts Manufacturing"
"00","10","33631","Motor Vehicle Gasoline Engines and Parts"
"00","10","336310","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing"
"00","10","336311","Carburetors, Pistons, Rings, and Valves"
"00","10","336312","Gasoline Engines and Engine Parts"
"00","10","33632","Motor Vehicle Electrical Equipment"
"00","10","336320","Motor Vehicle Electrical and Electronic Equipment Manufacturing"
"00","10","336321","Vehicular Lighting Equipment Mfg"
"00","10","336322","Other Motor Vehicle Electrical Equipment"
"00","10","33633","Motor Vehicle Steering/Suspension Parts"
"00","10","336330","Motor Vehicle Steering/Suspension Parts"
"00","10","33634","Motor Vehicle Brake System Manufacturing"
"00","10","336340","Motor Vehicle Brake System Manufacturing"
"00","10","33635","Motor Vehicle Power Train Components"
"00","10","336350","Motor Vehicle Power Train Components"
"00","10","33636","Motor Vehicle Seating and Interior Trim"
"00","10","336360","Motor Vehicle Seating and Interior Trim"
"00","10","33637","Motor Vehicle Metal Stamping"
"00","10","336370","Motor Vehicle Metal Stamping"
"00","10","33639","Other Motor Vehicle Parts Manufacturing"
"00","10","336390","Other Motor Vehicle Parts Manufacturing"
"00","10","336391","Motor Vehicle Air-Conditioning Mfg"
"00","10","336399","All Other Motor Vehicle Parts Mfg"
"00","10","3364","Aerospace Product & Parts Manufacturing"
"00","10","33641","Aerospace Product & Parts Manufacturing"
"00","10","336411","Aircraft Manufacturing"
"00","10","336412","Aircraft Engine and Engine Parts"
"00","10","336413","Other Aircraft Parts and Equipment"
"00","10","336414","Guided Missiles and Space Vehicles"
"00","10","336415","Space Vehicle Propulsion Units and Parts"
"00","10","336419","Other Guided Missile/Space Vehicle Parts"
"00","10","3365","Railroad Rolling Stock Manufacturing"
"00","10","33651","Railroad Rolling Stock Manufacturing"
"00","10","336510","Railroad Rolling Stock Manufacturing"
"00","10","3366","Ship and Boat Building"
"00","10","33661","Ship and Boat Building"
"00","10","336611","Ship Building and Repairing"
"00","10","336612","Boat Building"
"00","10","3369","Other Transportation Equipment Mfg"
"00","10","33699","Other Transportation Equipment Mfg"
"00","10","336991","Motorcycle, Bicycle, and Parts Mfg"
"00","10","336992","Military Armored Vehicle and Tank Parts"
"00","10","336999","All Other Transportation Equipment"
"00","10","337","Furniture and Related Product Mfg"
"00","10","3371","Household and Institutional Furniture"
"00","10","33711","Wood Kitchen Cabinets and Countertops"
"00","10","337110","Wood Kitchen Cabinets and Countertops"
"00","10","33712","Other Household/Institutional Furniture"
"00","10","337121","Upholstered Household Furniture Mfg"
"00","10","337122","Nonupholstered Wood Household Furniture"
"00","10","337124","Metal Household Furniture Manufacturing"
"00","10","337125","Household Furniture, ex. Wood or Metal"
"00","10","337127","Institutional Furniture Manufacturing"
"00","10","337129","Wood TV, Radio, & Sewing Machine Housing"
"00","10","3372","Office Furniture and Fixtures Mfg"
"00","10","33721","Office Furniture and Fixtures Mfg"
"00","10","337211","Wood Office Furniture Manufacturing"
"00","10","337212","Custom Architectural Woodwork & Millwork"
"00","10","337214","Office Furniture, ex. Wood, Mfg"
"00","10","337215","Showcases, Partition, Shelving & Lockers"
"00","10","3379","Other Furniture Related Product Mfg"
"00","10","33791","Mattress Manufacturing"
"00","10","337910","Mattress Manufacturing"
"00","10","33792","Blind and Shade Manufacturing"
"00","10","337920","Blind and Shade Manufacturing"
"00","10","339","Miscellaneous Manufacturing"
"00","10","3391","Medical Equipment and Supplies Mfg"
"00","10","33911","Medical Equipment and Supplies Mfg"
"00","10","339111","Laboratory Apparatus and Furniture"
"00","10","339112","Surgical and Medical Instrument Mfg"
"00","10","339113","Surgical Appliance and Supplies Mfg"
"00","10","339114","Dental Equipment and Supplies Mfg"
"00","10","339115","Ophthalmic Goods Manufacturing"
"00","10","339116","Dental Laboratories"
"00","10","3399","Other Miscellaneous Manufacturing"
"00","10","33991","Jewelry and Silverware Manufacturing"
"00","10","339910","Jewelry and Silverware Manufacturing "
"00","10","339911","Jewelry (except Costume) Manufacturing"
"00","10","339912","Silverware and Hollowware Manufacturing"
"00","10","339913","Jewelers' Material and Lapidary Work"
"00","10","339914","Costume Jewelry & Novelty Manufacturing"
"00","10","33992","Sporting & Athletic Goods Manufacturing"
"00","10","339920","Sporting & Athletic Goods Manufacturing"
"00","10","33993","Doll, Toy, and Game Manufacturing"
"00","10","339930","Doll, Toy, and Game Manufacturing"
"00","10","339931","Doll and Stuffed Toy Manufacturing"
"00","10","339932","Games, Toys, and Children's Vehicles"
"00","10","33994","Office Supplies, except Paper, Mfg"
"00","10","339940","Office Supplies (except Paper) Manufacturing"
"00","10","339941","Pen and Mechanical Pencil Manufacturing"
"00","10","339942","Lead Pencil and Art Good Manufacturing"
"00","10","339943","Marking Device Manufacturing"
"00","10","339944","Carbon Paper and Inked Ribbon Mfg"
"00","10","33995","Sign Manufacturing"
"00","10","339950","Sign Manufacturing"
